,state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
826,VT,2017,,8.2,27.1,17.6,17.7,62.9,131.0,132.0,68.9,16.4,,3.5,6.6,5.1,5.1,13.9,17.6,12.3,7.4,2.7,,3.6,16.6,10.0,10.1,39.6,93.0,98.7,50.6,11.2,,997.3,397.5,505.2,512.0,351.7,189.5,124.1,146.9,237.8,,80.0,280.0,360.0,360.0,1420.0,2320.0,2390.0,1250.0,280.0,,40.0,70.0,100.0,110.0,320.0,310.0,220.0,140.0,50.0,,37,169,206,207,896,1648,1792,921,191,,10.0,40.0,50.0,50.0,210.0,360.0,380.0,200.0,40.0,3393,10398,10193,20591,20591,22614,17718,18147,18197,17026,114293,1140,5655,70.3,49.5,9.9,201.0,1240,8040,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
840,VA,2014,2.6,13.0,54.8,30.5,31.0,114.1,147.0,143.6,77.8,18.6,1.0,3.4,13.4,7.6,7.8,27.0,23.3,15.5,9.7,3.5,1.2,7.7,33.4,18.5,18.7,70.3,101.1,105.4,56.0,12.3,882.0,440.1,399.6,409.4,415.3,384.0,230.7,147.2,172.7,280.5,130.0,1980.0,6040.0,8020.0,8150.0,32760.0,42510.0,41490.0,20870.0,5230.0,50.0,520.0,1470.0,1990.0,2040.0,7750.0,6740.0,4480.0,2590.0,970.0,61.0,1178,3681,4859,4920,20191,29241,30465,15017,3466,20.0,290.0,880.0,1170.0,1190.0,4810.0,6520.0,6540.0,3260.0,790.0,51742,152539,110177,262716,262716,287163,289172,288965,268387,280920,1677323,24590,103300,90.0,61.6,14.7,238.0,23120,151010,, 1 Mar 2021
841,VA,2015,2.1,11.8,52.7,28.7,29.1,111.0,144.8,144.7,77.4,18.8,0.9,3.2,13.3,7.4,7.6,25.0,21.9,15.4,9.1,3.1,0.9,6.9,31.7,17.1,17.3,69.5,100.6,106.4,56.2,12.9,1058.5,471.3,421.6,433.2,439.4,360.1,217.7,144.9,161.1,240.8,110.0,1810.0,5740.0,7560.0,7660.0,31600.0,42150.0,41800.0,21210.0,5160.0,50.0,500.0,1460.0,1950.0,2000.0,7130.0,6380.0,4460.0,2480.0,850.0,45.0,1056,3452,4508,4553,19796,29284,30749,15397,3524,10.0,260.0,840.0,1100.0,1110.0,4670.0,6490.0,6600.0,3330.0,790.0,51759,153924,109017,262941,262941,284715,291194,288877,274011,274092,1675830,23290,103303,89.3,61.6,13.9,225.4,22990,149580,, 1 Mar 2021
842,VA,2016,2.0,10.9,47.7,26.1,26.5,104.7,141.9,144.3,78.6,19.9,0.9,3.1,11.9,6.7,6.9,22.7,21.3,14.5,8.6,3.5,0.9,6.2,28.8,15.5,15.7,66.5,98.7,107.0,57.6,13.4,1004.4,501.8,412.9,433.8,440.0,341.3,215.8,135.2,149.7,259.7,100.0,1690.0,5210.0,6900.0,7000.0,29520.0,41510.0,41800.0,21990.0,5300.0,50.0,480.0,1300.0,1780.0,1830.0,6400.0,6230.0,4190.0,2410.0,930.0,45.0,965,3149,4114,4159,18741,28881,30993,16116,3570,10.0,240.0,760.0,1000.0,1010.0,4390.0,6400.0,6620.0,3460.0,810.0,50980,155533,109204,264737,264737,281968,292495,289732,279838,266122,1674892,21990,102460,87.8,61.2,13.1,214.6,22690,147140,, 1 Mar 2021
843,VA,2017,1.9,10.1,45.2,24.6,24.9,99.2,137.9,139.8,77.4,19.4,0.9,2.8,10.4,5.9,6.1,20.3,20.1,13.6,8.1,3.0,0.8,5.9,28.1,15.0,15.2,64.1,96.5,104.1,57.1,13.4,1155.6,476.7,371.4,395.5,403.1,316.9,208.5,130.3,141.7,227.7,100.0,1570.0,4940.0,6520.0,6620.0,27830.0,40630.0,40570.0,22020.0,5110.0,50.0,440.0,1140.0,1580.0,1620.0,5700.0,5930.0,3940.0,2300.0,800.0,40.0,913,3074,3987,4027,17973,28424,30202,16239,3526,10.0,230.0,730.0,960.0,970.0,4160.0,6280.0,6430.0,3480.0,790.0,51445,156000,109449,265449,265449,280558,294626,290135,284483,263480,1678731,20290,100391,85.1,59.8,12.1,202.1,22110,142780,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
857,WA,2014,2.0,15.8,62.4,34.0,34.4,115.2,148.9,139.3,75.2,18.2,0.9,5.3,17.3,10.0,10.2,25.5,20.1,13.3,8.5,3.2,0.8,8.3,36.2,19.2,19.4,72.6,105.6,103.9,54.9,12.2,1144.0,640.4,476.8,519.9,525.2,351.7,190.6,128.1,154.4,260.2,90.0,2050.0,5200.0,7250.0,7340.0,27240.0,36830.0,34790.0,17040.0,4130.0,40.0,690.0,1440.0,2130.0,2170.0,6040.0,4980.0,3320.0,1920.0,720.0,35.0,1078,3014,4092,4127,17165,26129,25945,12437,2782,10.0,280.0,750.0,1030.0,1040.0,4040.0,5720.0,5520.0,2680.0,630.0,43823,129996,83238,213234,213234,236356,247375,249765,226698,227360,1400788,19150,88585,90.9,63.2,13.7,216.2,19630,127370,, 1 Mar 2021
858,WA,2015,1.8,14.2,59.2,31.6,32.0,109.0,142.7,140.4,76.3,19.3,0.9,5.0,16.8,9.5,9.7,23.2,18.7,13.1,8.3,3.3,0.7,7.3,33.9,17.6,17.7,69.6,101.8,105.0,56.0,13.1,1246.0,682.8,493.8,541.7,547.5,333.7,184.1,124.8,148.2,253.2,80.0,1870.0,4910.0,6780.0,6860.0,25500.0,36520.0,35850.0,17890.0,4340.0,40.0,650.0,1390.0,2040.0,2080.0,5430.0,4800.0,3340.0,1950.0,740.0,31.0,957,2816,3773,3804,16273,26042,26809,13129,2933,10.0,260.0,700.0,960.0,970.0,3800.0,5690.0,5700.0,2820.0,660.0,43404,131424,82965,214389,214389,233895,255903,255311,234567,224452,1418517,18340,88990,89.5,62.7,12.9,206.1,19630,126960,, 1 Mar 2021
859,WA,2016,1.6,12.7,55.9,29.4,29.7,104.8,139.1,142.2,75.7,19.8,0.6,4.5,15.2,8.7,8.8,21.7,18.0,12.5,7.6,3.2,0.8,6.4,32.7,16.6,16.7,67.5,99.4,107.1,56.1,13.6,725.1,703.7,464.7,521.6,523.6,320.9,181.1,116.4,135.3,233.3,70.0,1690.0,4670.0,6360.0,6430.0,24250.0,37040.0,37270.0,18510.0,4400.0,20.0,600.0,1270.0,1870.0,1890.0,5010.0,4790.0,3270.0,1860.0,700.0,34.0,854,2730,3584,3618,15616,26468,28060,13722,3021,,230.0,670.0,900.0,910.0,3620.0,5770.0,5940.0,2930.0,670.0,42967,132493,83573,216066,216066,231483,266216,262003,244426,222589,1442783,17530,90505,88.6,62.7,12.1,193.7,19850,127890,, 1 Mar 2021
860,WA,2017,1.5,,,26.6,26.9,100.9,128.5,135.3,76.3,19.7,0.8,,,8.1,8.3,21.4,17.6,12.8,8.0,3.1,0.5,5.5,29.3,14.7,14.8,64.5,91.0,101.0,56.2,13.6,1483.1,,,551.3,558.0,332.4,193.1,127.2,142.4,229.0,70.0,,,5760.0,5830.0,23240.0,35510.0,36170.0,19410.0,4460.0,30.0,,,1760.0,1790.0,4930.0,4860.0,3430.0,2040.0,700.0,23.0,730,2461,3191,3214,14841,25144,26990,14304,3069,,,,810.0,820.0,3460.0,5510.0,5740.0,3060.0,680.0,43964,132937,84041,216978,216978,230243,276410,267296,254338,225734,1470999,17760,87562,84.7,59.5,12.1,202.8,19290,124610,, 1 Mar 2021
874,WV,2014,3.9,21.4,91.4,49.6,50.4,134.5,150.2,96.3,42.4,7.1,1.1,2.3,9.4,5.1,5.4,12.0,11.4,6.6,4.5,0.8,2.3,15.7,67.6,36.6,37.1,101.1,114.7,74.2,31.3,5.1,474.5,145.9,138.5,140.4,144.5,118.9,99.0,89.4,142.4,161.5,40.0,690.0,1980.0,2670.0,2710.0,8320.0,7840.0,5250.0,2330.0,420.0,10.0,70.0,200.0,280.0,290.0,740.0,590.0,360.0,250.0,50.0,25.0,506,1466,1972,1997,6252,5989,4040,1721,302,,110.0,310.0,420.0,430.0,1320.0,1260.0,840.0,370.0,70.0,10972,32158,21687,53845,53845,61839,52206,54459,55048,58723,336120,2280,20301,79.9,60.4,6.8,112.3,4290,26870,, 1 Mar 2021
875,WV,2015,2.2,17.1,82.7,43.2,43.6,133.7,148.0,101.8,41.2,8.3,,2.1,7.6,4.3,4.4,12.6,11.6,9.1,4.1,1.1,1.0,12.4,61.9,32.1,32.3,99.9,112.7,76.5,30.6,5.9,,165.9,123.0,133.0,137.7,126.4,102.9,118.4,134.9,187.7,20.0,550.0,1760.0,2310.0,2340.0,7980.0,7930.0,5380.0,2290.0,470.0,,70.0,160.0,230.0,240.0,750.0,620.0,480.0,230.0,60.0,10.0,399,1320,1719,1729,5962,6036,4047,1695,336,,90.0,280.0,370.0,370.0,1270.0,1270.0,860.0,360.0,70.0,10370,32274,21318,53592,53592,59709,53563,52899,55443,57171,332377,2380,19805,79.4,59.6,7.2,120.4,4200,26390,, 1 Mar 2021
876,WV,2016,2.9,16.3,76.8,40.4,40.9,131.2,143.1,104.0,41.0,7.5,,2.0,8.6,4.6,4.8,14.1,12.6,8.6,3.9,1.2,1.6,11.7,56.1,29.4,29.7,96.4,107.7,78.7,30.7,5.2,,172.8,153.2,157.9,161.7,146.8,117.3,109.6,125.9,231.4,30.0,520.0,1620.0,2140.0,2170.0,7540.0,7850.0,5370.0,2280.0,420.0,,60.0,180.0,250.0,250.0,810.0,690.0,450.0,210.0,70.0,17.0,373,1182,1555,1572,5541,5910,4069,1701,286,,80.0,250.0,340.0,340.0,1190.0,1250.0,860.0,360.0,60.0,10338,31857,21073,52930,52930,57479,54878,51671,55485,55106,327549,2490,19079,78.2,58.2,7.6,130.3,4060,25630,, 1 Mar 2021
877,WV,2017,1.5,,,37.1,37.4,132.0,139.4,104.6,41.3,9.2,,,,4.1,4.2,13.2,12.5,8.7,3.9,1.5,1.0,9.3,53.9,27.1,27.3,97.9,104.7,79.1,30.9,6.3,,,,152.0,153.3,134.9,119.2,110.5,125.2,245.0,20.0,,,1940.0,1950.0,7350.0,7700.0,5270.0,2260.0,500.0,,,,220.0,220.0,740.0,690.0,440.0,210.0,80.0,10.0,290,1126,1416,1426,5449,5781,3988,1693,338,,,,300.0,310.0,1160.0,1230.0,840.0,360.0,80.0,10332,31302,20874,52176,52176,55654,55205,50390,54807,54045,322277,2380,18675,77.7,57.9,7.4,127.3,3970,25030,Proportion of abortions had by each age-group based on supplemental data from state Department of Health., 1 Mar 2021
891,WI,2014,1.7,11.4,48.2,26.6,26.9,94.1,157.7,136.9,60.3,12.2,0.5,2.2,7.8,4.5,4.6,12.4,11.2,6.5,4.0,1.5,1.0,7.5,33.0,18.0,18.2,67.0,121.2,108.2,46.6,8.7,549.0,289.4,237.8,250.4,253.5,185.5,92.1,59.7,86.7,175.6,60.0,1250.0,3730.0,4980.0,5050.0,18860.0,27420.0,25190.0,10140.0,2100.0,20.0,240.0,610.0,850.0,870.0,2490.0,1940.0,1190.0,680.0,260.0,36.0,824,2554,3378,3414,13435,21073,19901,7830,1508,,190.0,570.0,760.0,770.0,2940.0,4410.0,4100.0,1630.0,330.0,37188,110134,77490,187624,187624,200401,173918,183992,168178,172817,1086930,7430,67161,81.7,61.8,6.8,110.6,14180,88770,, 1 Mar 2021
892,WI,2015,1.7,10.4,44.6,24.4,24.7,90.2,159.2,139.9,61.4,12.5,0.5,2.5,7.4,4.5,4.6,12.2,11.0,7.0,3.8,1.4,1.0,6.4,30.4,16.2,16.4,64.0,122.6,110.2,47.7,9.1,500.8,383.9,243.8,276.3,278.9,190.0,89.5,63.7,79.0,151.4,60.0,1150.0,3430.0,4570.0,4630.0,18130.0,27450.0,25660.0,10590.0,2090.0,20.0,270.0,570.0,840.0,860.0,2440.0,1890.0,1290.0,650.0,230.0,35.0,706,2334,3040,3075,12865,21139,20203,8227,1532,,170.0,520.0,690.0,700.0,2820.0,4420.0,4170.0,1710.0,330.0,36466,110400,76868,187268,187268,200879,172419,183387,172298,167837,1084088,7360,67041,81.7,61.8,6.8,109.8,14140,88550,, 1 Mar 2021
893,WI,2016,1.2,9.7,40.9,22.5,22.7,83.7,158.9,144.1,63.0,12.6,0.4,2.2,6.7,4.0,4.1,11.0,11.8,7.2,4.2,1.5,0.6,6.1,27.9,15.0,15.1,59.7,121.7,113.5,48.6,9.1,667.9,360.7,239.8,268.8,271.9,183.9,96.6,63.5,87.1,168.7,40.0,1080.0,3120.0,4200.0,4240.0,16710.0,27540.0,26320.0,11110.0,2050.0,10.0,240.0,510.0,750.0,770.0,2190.0,2040.0,1320.0,750.0,250.0,22.0,674,2134,2808,2830,11914,21083,20730,8577,1481,,160.0,480.0,640.0,640.0,2600.0,4420.0,4280.0,1790.0,320.0,35892,110459,76401,186860,186860,199602,173299,182637,176542,162765,1081705,7310,66615,81.3,61.6,6.8,109.7,14050,87980,, 1 Mar 2021
894,WI,2017,1.5,8.9,38.1,20.8,21.1,83.2,151.4,142.7,62.0,13.4,0.6,2.1,6.5,3.9,4.0,11.5,12.3,7.5,4.2,1.5,0.7,5.5,25.8,13.8,13.9,58.8,114.8,112.1,47.8,9.8,917.9,377.0,252.7,282.0,287.9,194.9,107.2,66.6,87.7,155.8,50.0,980.0,2900.0,3870.0,3930.0,16410.0,26840.0,25740.0,11170.0,2180.0,20.0,230.0,500.0,720.0,750.0,2260.0,2180.0,1350.0,760.0,250.0,24.0,605,1959,2564,2588,11602,20362,20217,8617,1589,,140.0,440.0,590.0,590.0,2550.0,4290.0,4180.0,1800.0,340.0,35841,109900,76027,185927,185927,197161,177297,180426,180100,162476,1083387,7540,64975,79.6,60.0,7.0,116.0,13750,86260,Proportion of abortions had by each age-group based on supplemental data from state Department of Health., 1 Mar 2021
908,WY,2014,,17.6,82.3,43.2,43.6,138.7,169.2,116.3,51.5,11.1,,2.7,10.0,5.6,5.8,13.8,11.3,7.0,4.9,1.8,,12.2,59.4,30.8,31.0,102.9,130.6,90.5,38.4,7.6,,224.0,168.6,181.8,186.8,134.1,86.9,77.5,127.6,243.0,,190.0,570.0,760.0,770.0,2790.0,3270.0,2280.0,880.0,180.0,,30.0,70.0,100.0,100.0,280.0,220.0,140.0,80.0,30.0,,130,415,545,548,2069,2525,1773,659,122,,30.0,90.0,120.0,120.0,440.0,530.0,370.0,140.0,30.0,3604,10691,6982,17673,17673,20098,19330,19598,17155,16099,109953,850,7696,92.5,70.0,7.7,110.5,1620,10170,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of CO, ID, MT, NE, SD, UT)", 1 Mar 2021
909,WY,2015,,14.4,79.7,40.1,40.6,140.3,164.1,121.3,54.6,12.5,,2.6,8.8,5.0,5.1,13.2,10.7,7.0,4.7,1.9,,9.6,58.4,28.8,29.2,104.8,126.9,94.6,41.3,8.7,,268.6,150.5,174.4,175.5,125.9,84.6,74.4,113.2,213.1,,150.0,560.0,710.0,720.0,2740.0,3180.0,2390.0,970.0,200.0,,30.0,60.0,90.0,90.0,260.0,210.0,140.0,80.0,30.0,,103,407,510,516,2047,2459,1868,736,139,,20.0,90.0,110.0,110.0,440.0,510.0,390.0,160.0,30.0,3571,10721,6972,17693,17693,19528,19380,19740,17839,15984,110164,810,7765,92.7,70.5,7.3,104.1,1630,10210,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of CO, ID, MT, NE, SD, UT)", 1 Mar 2021
910,WY,2016,,13.7,72.1,36.7,37.3,125.6,159.2,123.6,53.0,13.1,,2.1,8.2,4.5,4.6,12.6,10.9,6.7,4.2,1.8,,9.4,52.6,26.5,26.8,93.1,122.7,96.8,40.3,9.3,,223.0,156.6,170.9,172.0,135.3,88.5,69.2,104.8,197.1,,140.0,500.0,640.0,650.0,2370.0,3060.0,2440.0,970.0,210.0,,20.0,60.0,80.0,80.0,240.0,210.0,130.0,80.0,30.0,,100,363,463,469,1760,2362,1914,734,147,,20.0,80.0,100.0,100.0,380.0,490.0,400.0,150.0,30.0,3523,10585,6905,17490,17490,18906,19254,19767,18218,15839,109474,770,7386,88.7,67.5,7.0,103.7,1550,9710,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of CO, ID, MT, NE, SD, UT)", 1 Mar 2021
911,WY,2017,,12.6,68.2,34.5,35.0,116.2,156.7,116.5,53.4,10.9,,2.2,8.4,4.6,4.8,12.4,10.2,6.3,4.2,1.6,,8.5,49.1,24.5,24.8,85.5,121.2,91.4,40.6,7.6,,259.9,170.1,188.9,191.4,144.7,84.0,68.5,104.3,212.3,,130.0,460.0,600.0,610.0,2120.0,2950.0,2240.0,990.0,170.0,,20.0,60.0,80.0,80.0,230.0,190.0,120.0,80.0,30.0,,89,335,424,430,1562,2285,1755,750,121,,20.0,70.0,90.0,90.0,330.0,480.0,360.0,160.0,30.0,3645,10496,6816,17312,17312,18271,18851,19210,18453,15882,107979,720,6903,84.1,63.9,6.7,104.9,1450,9080,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of CO, ID, MT, NE, SD, UT)", 1 Mar 2021
